_id,Date,Rain,Temp Max,Temp Min
398,02-02-1952,0,27.20000076,10.22999954
399,03-02-1952,0,25.04999924,11.56000042
400,04-02-1952,0.987061262,21.56999969,11.72000027
401,05-02-1952,0,20.45999908,9.890000343
402,06-02-1952,0,21.62999916,9.960000038
403,07-02-1952,0,22.89999962,10.52000046
404,08-02-1952,0,24.52000046,9.369999886
405,09-02-1952,0,25.81999969,9.760000229
406,10-02-1952,0,26.21999931,9.510000229
407,11-02-1952,0,26.65999985,9.260000229
408,12-02-1952,0,25.77000046,11.10999966
409,13-02-1952,0,25.37000084,11.42000008
410,14-02-1952,0,28.09000015,11.46000004
411,15-02-1952,0,30.04000092,13.36999989
412,16-02-1952,0,28,14.14999962
413,17-02-1952,0,30.04999924,13.02000046
414,18-02-1952,0,29.87999916,12.13000011
415,19-02-1952,0,27.76000023,10.27999973
416,20-02-1952,0.657417476,27.17000008,11.86999989
417,21-02-1952,1.407958746,21.38999939,11.01000023
418,22-02-1952,5.877594948,24.79000092,10.59000015
419,23-02-1952,0,22.70000076,7.929999828
420,24-02-1952,0,23.89999962,10.39999962
421,25-02-1952,0,27.48999977,11
422,26-02-1952,0,29.54999924,11.51000023
423,27-02-1952,0,27.82999992,12.02999973
424,28-02-1952,0,29.38999939,13.14000034
425,29-02-1952,0,29.87999916,15.88000011
426,01-03-1952,4.625278473,29.94000053,15.23999977
427,02-03-1952,12.62086964,25.37000084,12.40999985
428,03-03-1952,0,22.53000069,10.97999954
429,04-03-1952,0,25.21999931,11.97000027
430,05-03-1952,0,26.44000053,14.14999962
431,06-03-1952,0,29.21999931,14.60999966
432,07-03-1952,0,31.29000092,15.19999981
433,08-03-1952,0,30.10000038,15.90999985
434,09-03-1952,0,30.75,13.94999981
435,10-03-1952,0,29.45999908,12.64000034
436,11-03-1952,0,29.94000053,11.19999981
437,12-03-1952,0,29.93000031,12.03999996
438,13-03-1952,0,31.04000092,13.05000019
439,14-03-1952,0,31.86000061,15.02000046
440,15-03-1952,0,29.95000076,16.32999992
441,16-03-1952,0.654488921,27.32999992,12.69999981
442,17-03-1952,0,25.47999954,10.35999966
443,18-03-1952,0,25.82999992,11.14999962
444,19-03-1952,0,27.88999939,12.10999966
445,20-03-1952,0,30.06999969,13.52999973
446,21-03-1952,0,31.90999985,13.63000011
447,22-03-1952,0,32.54000092,16.95000076
448,23-03-1952,0,29.70000076,12.88000011
449,24-03-1952,0,28.27000046,14.32999992
450,25-03-1952,0,29.32999992,15.42000008
451,26-03-1952,0,31.51000023,16.20999908
452,27-03-1952,0,34.29000092,18.40999985
453,28-03-1952,0.287623256,31.97999954,17.93000031
454,29-03-1952,0,33.93999863,17.68000031
455,30-03-1952,0,33.29999924,14.98999977
456,31-03-1952,0,33.27000046,16.62999916
457,01-04-1952,4.599479198,31.25,17.28000069
458,02-04-1952,0,30.86000061,17.23999977
459,03-04-1952,0,32.06000137,15.81999969
460,04-04-1952,0,32.59000015,17.90999985
461,05-04-1952,0,34.49000168,18.37999916
462,06-04-1952,0,36.45999908,20.21999931
463,07-04-1952,0,36.36000061,21.22999954
464,08-04-1952,0,36.66999817,21.31999969
465,09-04-1952,0,36.97000122,20.20999908
466,10-04-1952,0,37.15000153,20.20999908
467,11-04-1952,0,38.22999954,20.79999924
468,12-04-1952,0,38.20999908,20.27000046
469,13-04-1952,0,38.58000183,20.31999969
470,14-04-1952,0,39.02999878,20.98999977
471,15-04-1952,0,39.65999985,21.04999924
472,16-04-1952,0,38.68000031,22.12000084
473,17-04-1952,0,38.77999878,23.45000076
474,18-04-1952,0,38.5,24.18000031
475,19-04-1952,0,40.06999969,24.75
476,20-04-1952,0,40.81999969,24.68000031
477,21-04-1952,0,41.20999908,24.82999992
478,22-04-1952,0,40.75999832,21.79000092
479,23-04-1952,0,39.88999939,21.42000008
480,24-04-1952,0,41.56000137,21.22999954
481,25-04-1952,0,42.36999893,24.52000046
482,26-04-1952,0,42.09000015,25.44000053
483,27-04-1952,0,39.63999939,26.20000076
484,28-04-1952,0,40.58000183,27.32999992
485,29-04-1952,0,41.54999924,26.67000008
486,30-04-1952,0,41.72999954,24.20999908
487,01-05-1952,0,40.5,24.43000031
488,02-05-1952,0,40.81999969,24.36000061
489,03-05-1952,0,41.93999863,23.57999992
490,04-05-1952,0,41.81000137,25.37999916
491,05-05-1952,0.121127278,41.09999847,23.17000008
492,06-05-1952,0,38.56999969,22.01000023
493,07-05-1952,0,38.63000107,23.57999992
494,08-05-1952,0,41.40000153,23.57999992
495,09-05-1952,0,42.24000168,25.02000046
496,10-05-1952,0.975796282,40.40000153,25.22999954
497,11-05-1952,8.83248806,36.41999817,23.38999939
498,12-05-1952,0,35.41999817,23.20999908
499,13-05-1952,0,38.74000168,23.36000061
500,14-05-1952,0,40.31999969,28.46999931
501,15-05-1952,0,40.45000076,28.29000092
502,16-05-1952,0,40.38000107,25.71999931
503,17-05-1952,0,41.63999939,24.76000023
504,18-05-1952,0,42.72999954,26.68000031
505,19-05-1952,0,42.97999954,25.48999977
506,20-05-1952,0,43.45999908,26.5
507,21-05-1952,0,41.52999878,27.17000008
508,22-05-1952,0,42.63000107,25.03000069
509,23-05-1952,0,42.68999863,25.96999931
510,24-05-1952,0,44.06000137,27.01000023
511,25-05-1952,0,45.50999832,28.29999924
512,26-05-1952,0,45.11999893,27.56999969
513,27-05-1952,0,45.91999817,28.55999947
514,28-05-1952,0,45.13000107,30.29999924
515,29-05-1952,1.11059463,44.81000137,27.20999908
516,30-05-1952,0,41.52000046,27.52000046
517,31-05-1952,0,43.27999878,28.20000076
518,01-06-1952,0,44.04999924,29.95999908
519,02-06-1952,0,42.97999954,27.51000023
520,03-06-1952,3.019886732,40.93000031,23.06999969
521,04-06-1952,0.128845975,33.97000122,22.60000038
522,05-06-1952,0,36.02999878,23.09000015
523,06-06-1952,2.601283073,35.79000092,23.29999924
524,07-06-1952,2.576448441,36.20000076,23.53000069
525,08-06-1952,0,37.93000031,24.12999916
526,09-06-1952,0,40.22000122,25.12000084
527,10-06-1952,0,41.49000168,25.78000069
528,11-06-1952,0,41.81999969,26.59000015
529,12-06-1952,0,43.70999908,27.57999992
530,13-06-1952,0,44.43000031,30.19000053
531,14-06-1952,0,44.29000092,30.98999977
532,15-06-1952,0,43.97999954,30.70000076
533,16-06-1952,6.003146648,43.38000107,29.20999908
534,17-06-1952,0,42.61999893,31.37999916
535,18-06-1952,0,43.52000046,30.42000008
536,19-06-1952,0,41.95999908,30.06999969
537,20-06-1952,0,39.09999847,29.51000023
538,21-06-1952,0,38.04999924,28.43000031
539,22-06-1952,0,35.90999985,25.85000038
540,23-06-1952,1.11688602,33.77000046,25.37000084
541,24-06-1952,0,34.22999954,25.81999969
542,25-06-1952,4.954589367,34.79000092,26.36000061
543,26-06-1952,0.118146598,35.72999954,27.28000069
544,27-06-1952,0,36.25,26.89999962
545,28-06-1952,2.156217098,35.34999847,26.42000008
546,29-06-1952,10.30457878,34.25,25.68000031
547,30-06-1952,3.306720495,34.83000183,26.04999924
548,01-07-1952,2.578262806,35.22999954,26.12000084
549,02-07-1952,9.30325985,35.63999939,26.82999992
550,03-07-1952,0,34.74000168,26.29999924
551,04-07-1952,0,36.61000061,27.45000076
552,05-07-1952,44.18157578,37.61000061,27.92000008
553,06-07-1952,0.399855912,37.61999893,27.79999924
554,07-07-1952,0,36.38000107,28.12999916
555,08-07-1952,0,36.97000122,27.77000046
556,09-07-1952,0,36.75999832,27.05999947
